year,provider,methodology,flow_type,indicator,value
2015,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1327212.8
2015,Slovenia,Rio Markers,usd_commitment,Adaptation,1350438.1
2015,Slovenia,Rio Markers,usd_commitment,Cross-cutting,110704.38
2015,Slovenia,Rio Markers,usd_commitment,Mitigation,87046.086
2016,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1744490.6
2016,Slovenia,Rio Markers,usd_commitment,Adaptation,662514.4
2016,Slovenia,Rio Markers,usd_commitment,Cross-cutting,411268.38
2016,Slovenia,Rio Markers,usd_commitment,Mitigation,303861.8
2017,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1555309.9
2017,Slovenia,Rio Markers,usd_commitment,Adaptation,370521.9
2017,Slovenia,Rio Markers,usd_commitment,Cross-cutting,455416.53
2017,Slovenia,Rio Markers,usd_commitment,Mitigation,216055.53
2018,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1649714
2018,Slovenia,Rio Markers,usd_commitment,Adaptation,270142
2018,Slovenia,Rio Markers,usd_commitment,Cross-cutting,7926171.5
2018,Slovenia,Rio Markers,usd_commitment,Mitigation,13125
2019,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3479391.5
2019,Slovenia,Rio Markers,usd_commitment,Adaptation,450442.2
2019,Slovenia,Rio Markers,usd_commitment,Cross-cutting,422891.62
2019,Slovenia,Rio Markers,usd_commitment,Mitigation,1904503.9
2020,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1419923.5
2020,Slovenia,Rio Markers,usd_commitment,Cross-cutting,148148.14
2020,Slovenia,Rio Markers,usd_commitment,Mitigation,1020359.6
2021,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3777448
2021,Slovenia,Rio Markers,usd_commitment,Adaptation,1096062
2021,Slovenia,Rio Markers,usd_commitment,Cross-cutting,660288.56
2022,Slovenia,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2828511.8
2022,Slovenia,Rio Markers,usd_commitment,Adaptation,515694.94
2022,Slovenia,Rio Markers,usd_commitment,Cross-cutting,1028280.44
2022,Slovenia,Rio Markers,usd_commitment,Mitigation,1421130.5
2012,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,373401.53
2012,Spain,Rio Markers,usd_commitment,Adaptation,119286860
2012,Spain,Rio Markers,usd_commitment,Cross-cutting,67624740
2012,Spain,Rio Markers,usd_commitment,Mitigation,21441568
2013,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,22280182
2013,Spain,Rio Markers,usd_commitment,Adaptation,126217170
2013,Spain,Rio Markers,usd_commitment,Cross-cutting,26209900
2013,Spain,Rio Markers,usd_commitment,Mitigation,17707624
2014,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,98157840
2014,Spain,Rio Markers,usd_commitment,Adaptation,98053340
2014,Spain,Rio Markers,usd_commitment,Cross-cutting,51333396
2014,Spain,Rio Markers,usd_commitment,Mitigation,6655936
2015,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,16638056
2015,Spain,Rio Markers,usd_commitment,Adaptation,27314950
2015,Spain,Rio Markers,usd_commitment,Cross-cutting,13193010
2015,Spain,Rio Markers,usd_commitment,Mitigation,18310786
2016,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,79769530
2016,Spain,Rio Markers,usd_commitment,Adaptation,56156424
2016,Spain,Rio Markers,usd_commitment,Cross-cutting,12871463
2016,Spain,Rio Markers,usd_commitment,Mitigation,4007927
2017,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,187955970
2017,Spain,Rio Markers,usd_commitment,Adaptation,42343250
2017,Spain,Rio Markers,usd_commitment,Cross-cutting,42388824
2017,Spain,Rio Markers,usd_commitment,Mitigation,5682844
2018,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,168206670
2018,Spain,Rio Markers,usd_commitment,Adaptation,90197790
2018,Spain,Rio Markers,usd_commitment,Cross-cutting,88124940
2018,Spain,Rio Markers,usd_commitment,Mitigation,26875456
2019,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,267868540
2019,Spain,Rio Markers,usd_commitment,Adaptation,25579468
2019,Spain,Rio Markers,usd_commitment,Cross-cutting,65544980
2019,Spain,Rio Markers,usd_commitment,Mitigation,10722156
2020,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,183989550
2020,Spain,Rio Markers,usd_commitment,Adaptation,29629076
2020,Spain,Rio Markers,usd_commitment,Cross-cutting,31975444
2020,Spain,Rio Markers,usd_commitment,Mitigation,6276164
2021,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,170249680
2021,Spain,Rio Markers,usd_commitment,Adaptation,20420384
2021,Spain,Rio Markers,usd_commitment,Cross-cutting,73932980
2021,Spain,Rio Markers,usd_commitment,Mitigation,7746232
2022,Spain,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,142806190
2022,Spain,Rio Markers,usd_commitment,Adaptation,30647344
2022,Spain,Rio Markers,usd_commitment,Cross-cutting,65062344
2022,Spain,Rio Markers,usd_commitment,Mitigation,175198980
2012,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,54784576
2012,Sweden,Rio Markers,usd_commitment,Adaptation,148209020
2012,Sweden,Rio Markers,usd_commitment,Cross-cutting,352732220
2012,Sweden,Rio Markers,usd_commitment,Mitigation,60814144
2013,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,169296720
2013,Sweden,Rio Markers,usd_commitment,Adaptation,117858910
2013,Sweden,Rio Markers,usd_commitment,Cross-cutting,399794050
2013,Sweden,Rio Markers,usd_commitment,Mitigation,84685500
2014,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,224990080
2014,Sweden,Rio Markers,usd_commitment,Adaptation,237958620
2014,Sweden,Rio Markers,usd_commitment,Cross-cutting,438967900
2014,Sweden,Rio Markers,usd_commitment,Mitigation,179944540
2015,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,564049150
2015,Sweden,Rio Markers,usd_commitment,Adaptation,152703630
2015,Sweden,Rio Markers,usd_commitment,Cross-cutting,201188020
2015,Sweden,Rio Markers,usd_commitment,Mitigation,121012430
2016,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,139651100
2016,Sweden,Rio Markers,usd_commitment,Adaptation,333501760
2016,Sweden,Rio Markers,usd_commitment,Cross-cutting,289297920
2016,Sweden,Rio Markers,usd_commitment,Mitigation,39984384
2017,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,142289550
2017,Sweden,Rio Markers,usd_commitment,Adaptation,150148700
2017,Sweden,Rio Markers,usd_commitment,Cross-cutting,346699970
2017,Sweden,Rio Markers,usd_commitment,Mitigation,55716930
2018,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,308500600
2018,Sweden,Rio Markers,usd_commitment,Adaptation,282854200
2018,Sweden,Rio Markers,usd_commitment,Cross-cutting,568653950
2018,Sweden,Rio Markers,usd_commitment,Mitigation,162314820
2019,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,193750430
2019,Sweden,Rio Markers,usd_commitment,Adaptation,190970600
2019,Sweden,Rio Markers,usd_commitment,Cross-cutting,412777380
2019,Sweden,Rio Markers,usd_commitment,Mitigation,116132640
2020,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1068290000
2020,Sweden,Rio Markers,usd_commitment,Adaptation,55216224
2020,Sweden,Rio Markers,usd_commitment,Cross-cutting,160701150
2020,Sweden,Rio Markers,usd_commitment,Mitigation,67895980
2021,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,221197620
2021,Sweden,Rio Markers,usd_commitment,Adaptation,332082430
2021,Sweden,Rio Markers,usd_commitment,Cross-cutting,253660370
2021,Sweden,Rio Markers,usd_commitment,Mitigation,156250670
2022,Sweden,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,247269180
2022,Sweden,Rio Markers,usd_commitment,Adaptation,395521660
2022,Sweden,Rio Markers,usd_commitment,Cross-cutting,339450050
2022,Sweden,Rio Markers,usd_commitment,Mitigation,112275550
2012,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,8521831
2012,Switzerland,Rio Markers,usd_commitment,Adaptation,222824930
2012,Switzerland,Rio Markers,usd_commitment,Cross-cutting,54704230
2012,Switzerland,Rio Markers,usd_commitment,Mitigation,133073850
2013,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,101277660
2013,Switzerland,Rio Markers,usd_commitment,Adaptation,263192460
2013,Switzerland,Rio Markers,usd_commitment,Cross-cutting,159021140
2013,Switzerland,Rio Markers,usd_commitment,Mitigation,90060620
2014,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,106034520
2014,Switzerland,Rio Markers,usd_commitment,Adaptation,241787820
2014,Switzerland,Rio Markers,usd_commitment,Cross-cutting,100423890
2014,Switzerland,Rio Markers,usd_commitment,Mitigation,124307440
2015,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,134143550
2015,Switzerland,Rio Markers,usd_commitment,Adaptation,114056290
2015,Switzerland,Rio Markers,usd_commitment,Cross-cutting,65228020
2015,Switzerland,Rio Markers,usd_commitment,Mitigation,49676076
2016,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,139094600
2016,Switzerland,Rio Markers,usd_commitment,Adaptation,132482830
2016,Switzerland,Rio Markers,usd_commitment,Cross-cutting,72969360
2016,Switzerland,Rio Markers,usd_commitment,Mitigation,119190240
2017,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,160214300
2017,Switzerland,Rio Markers,usd_commitment,Adaptation,230570820
2017,Switzerland,Rio Markers,usd_commitment,Cross-cutting,79568760
2017,Switzerland,Rio Markers,usd_commitment,Mitigation,147603330
2018,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,139634380
2018,Switzerland,Rio Markers,usd_commitment,Adaptation,181363090
2018,Switzerland,Rio Markers,usd_commitment,Cross-cutting,156287440
2018,Switzerland,Rio Markers,usd_commitment,Mitigation,105932910
2019,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,189417200
2019,Switzerland,Rio Markers,usd_commitment,Adaptation,190065520
2019,Switzerland,Rio Markers,usd_commitment,Cross-cutting,134479090
2019,Switzerland,Rio Markers,usd_commitment,Mitigation,88216370
2020,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,207207250
2020,Switzerland,Rio Markers,usd_commitment,Adaptation,182839060
2020,Switzerland,Rio Markers,usd_commitment,Cross-cutting,198160750
2020,Switzerland,Rio Markers,usd_commitment,Mitigation,93394000
2021,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,233493090
2021,Switzerland,Rio Markers,usd_commitment,Adaptation,273309630
2021,Switzerland,Rio Markers,usd_commitment,Cross-cutting,262714780
2021,Switzerland,Rio Markers,usd_commitment,Mitigation,196978430
2022,Switzerland,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,231710350
2022,Switzerland,Rio Markers,usd_commitment,Adaptation,432283230
2022,Switzerland,Rio Markers,usd_commitment,Cross-cutting,359668830
2022,Switzerland,Rio Markers,usd_commitment,Mitigation,192510240
2015,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,310606.75
2016,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,26212376
2017,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,23175860
2018,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,19727086
2019,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,18611218
2020,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,658857.8
2021,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,638205.44
2022,Thailand,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,254900.81
2015,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5506493.5
2016,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,50170776
2017,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,26469730
2018,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,37029700
2019,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,42003096
2020,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,5868023
2021,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,9374771
2022,Türkiye,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,8316902
2012,United Arab Emirates,Rio Markers,usd_commitment,Adaptation,21340322
2012,United Arab Emirates,Rio Markers,usd_commitment,Mitigation,68450270
2013,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,83328
2013,United Arab Emirates,Rio Markers,usd_commitment,Adaptation,263961680
2013,United Arab Emirates,Rio Markers,usd_commitment,Mitigation,310000000
2014,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3421016
2014,United Arab Emirates,Rio Markers,usd_commitment,Adaptation,97000000
2014,United Arab Emirates,Rio Markers,usd_commitment,Mitigation,160015410
2015,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,66251
2015,United Arab Emirates,Rio Markers,usd_commitment,Adaptation,48280000
2015,United Arab Emirates,Rio Markers,usd_commitment,Mitigation,89356300
2016,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,229670
2016,United Arab Emirates,Rio Markers,usd_commitment,Adaptation,15000000
2016,United Arab Emirates,Rio Markers,usd_commitment,Mitigation,15680000
2017,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,507770
2017,United Arab Emirates,Rio Markers,usd_commitment,Cross-cutting,85541000
2018,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,447282
2018,United Arab Emirates,Rio Markers,usd_commitment,Cross-cutting,19806430
2019,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,3814672.5
2019,United Arab Emirates,Rio Markers,usd_commitment,Cross-cutting,73660000
2020,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1995203.1
2021,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,2236019
2021,United Arab Emirates,Rio Markers,usd_commitment,Adaptation,31992800
2022,United Arab Emirates,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,953058.44
2012,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,365742180
2012,United Kingdom,Rio Markers,usd_commitment,Adaptation,26190360
2012,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,55885064
2012,United Kingdom,Rio Markers,usd_commitment,Mitigation,331917100
2013,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,892877700
2013,United Kingdom,Rio Markers,usd_commitment,Adaptation,208564460
2013,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,201891890
2013,United Kingdom,Rio Markers,usd_commitment,Mitigation,368117950
2014,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1376069100
2014,United Kingdom,Rio Markers,usd_commitment,Adaptation,203040960
2014,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,273437220
2014,United Kingdom,Rio Markers,usd_commitment,Mitigation,262281470
2015,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1147595500
2015,United Kingdom,Rio Markers,usd_commitment,Adaptation,647998100
2015,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,1314161800
2015,United Kingdom,Rio Markers,usd_commitment,Mitigation,307460740
2016,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,772723400
2016,United Kingdom,Rio Markers,usd_commitment,Adaptation,801666400
2016,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,275838700
2016,United Kingdom,Rio Markers,usd_commitment,Mitigation,338731360
2017,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,717496960
2017,United Kingdom,Rio Markers,usd_commitment,Adaptation,391432640
2017,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,320210700
2017,United Kingdom,Rio Markers,usd_commitment,Mitigation,800628100
2018,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1165928700
2018,United Kingdom,Rio Markers,usd_commitment,Adaptation,193996320
2018,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,269491300
2018,United Kingdom,Rio Markers,usd_commitment,Mitigation,485015700
2019,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,602042300
2019,United Kingdom,Rio Markers,usd_commitment,Adaptation,1088819500
2019,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,399548860
2019,United Kingdom,Rio Markers,usd_commitment,Mitigation,531186620
2020,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1183140200
2020,United Kingdom,Rio Markers,usd_commitment,Adaptation,484701120
2020,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,70893040
2020,United Kingdom,Rio Markers,usd_commitment,Mitigation,1464910800
2021,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1028506000
2021,United Kingdom,Rio Markers,usd_commitment,Adaptation,294689920
2021,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,360597250
2021,United Kingdom,Rio Markers,usd_commitment,Mitigation,578078600
2022,United Kingdom,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,776609400
2022,United Kingdom,Rio Markers,usd_commitment,Adaptation,266784770
2022,United Kingdom,Rio Markers,usd_commitment,Cross-cutting,693281300
2022,United Kingdom,Rio Markers,usd_commitment,Mitigation,865450240
2012,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,386836540
2012,United States,Rio Markers,usd_commitment,Adaptation,378115140
2012,United States,Rio Markers,usd_commitment,Cross-cutting,305235260
2012,United States,Rio Markers,usd_commitment,Mitigation,428095100
2013,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,711263740
2013,United States,Rio Markers,usd_commitment,Adaptation,341181500
2013,United States,Rio Markers,usd_commitment,Cross-cutting,236637650
2013,United States,Rio Markers,usd_commitment,Mitigation,1247487400
2014,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,904609600
2014,United States,Rio Markers,usd_commitment,Adaptation,420166880
2014,United States,Rio Markers,usd_commitment,Cross-cutting,484406180
2014,United States,Rio Markers,usd_commitment,Mitigation,333299800
2015,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,826194600
2015,United States,Rio Markers,usd_commitment,Adaptation,337940100
2015,United States,Rio Markers,usd_commitment,Cross-cutting,247753940
2015,United States,Rio Markers,usd_commitment,Mitigation,349403400
2016,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1234832400
2016,United States,Rio Markers,usd_commitment,Adaptation,56646530
2016,United States,Rio Markers,usd_commitment,Cross-cutting,988559550
2016,United States,Rio Markers,usd_commitment,Mitigation,692681400
2017,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,990678340
2017,United States,Rio Markers,usd_commitment,Adaptation,334787200
2017,United States,Rio Markers,usd_commitment,Cross-cutting,550565250
2017,United States,Rio Markers,usd_commitment,Mitigation,315132930
2018,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,473075000
2018,United States,Rio Markers,usd_commitment,Adaptation,239961730
2018,United States,Rio Markers,usd_commitment,Cross-cutting,265754050
2018,United States,Rio Markers,usd_commitment,Mitigation,540071740
2019,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,647143400
2019,United States,Rio Markers,usd_commitment,Adaptation,770903400
2019,United States,Rio Markers,usd_commitment,Cross-cutting,268996500
2019,United States,Rio Markers,usd_commitment,Mitigation,394783700
2020,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,673341760
2020,United States,Rio Markers,usd_commitment,Adaptation,454497860
2020,United States,Rio Markers,usd_commitment,Cross-cutting,202251400
2020,United States,Rio Markers,usd_commitment,Mitigation,999058300
2021,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,554564100
2021,United States,Rio Markers,usd_commitment,Adaptation,234575680
2021,United States,Rio Markers,usd_commitment,Cross-cutting,650000960
2021,United States,Rio Markers,usd_commitment,Mitigation,1011618000
2022,United States,Imputed Multilateral Contribution,usd_commitment,Climate unspecified,1017295200
2022,United States,Rio Markers,usd_commitment,Adaptation,2732135000
2022,United States,Rio Markers,usd_commitment,Cross-cutting,1481851800
2022,United States,Rio Markers,usd_commitment,Mitigation,639622140
